author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,urls,og_dates
Elihu Burritt,"['Burritt, Elihu.']","""['A journal of a visit of three days to Skibbereen, and its neighbourhood.']""",[1847.0],"['London, ']",['eng'],[nan],[nan],1847.0,1847.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkE1NLL7r9gbpzpAzGGJReFbumVfolhHO3PrGWDdysabAHlUps3qJymoo-GnI&s'],['1847.']
Elsie Fogerty,"['Fogerty, Elsie.', 'Fogerty, Elsie.']","""['Stammering.', 'The harrying of the dove.']""","[1930.0, 1916.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1916.0,1930.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmfRH68cOM7MHFz0IlIzqJcyA4KP7yjW4nyjWup80KLVDu4BbmaTOZzCrMHWM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnRvVaD99HuDfIx1NPHrGO2HF8JA-tSvpPUbAEFjA_eB4xLzCGNz768Oq-qA&s']","['1930.', '[1916]']"
Emanuel Swedenborg,"['Swedenborg, Emanuel, formerly Swedberg.', 'Swedenborg, Emanuel, formerly Swedberg.', 'Swedenborg, Emanuel,1688-1772.', 'Swedenborg, Emanuel, formerly Swedberg.']","""['The doctrine of faith of the new Jerusalem.', 'Arcana coelestia; or, Heavenly mysteries, contained in the sacred Scriptures or Word of the Lord, manifested and laid open ... [Gen. & Exod.] ... translated from the original Latin.', 'The wisdom of angels, concerning divine love and divine wisdom Translated from the original Latin of the Hon. Emanuel Swedenborg.', 'The new Jerusalem and its heavenly doctrine: and the doctrine of charity.']""","[1842.0, 1858.0, 1788.0, 1887.0]","['London, ', 'London, ', 'London : printed and sold by W. Chalklen,', 'London, ']","['eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","['Bd. with Swedenborg\'s ""Earths in our solar system"".', 'Item records and volume number generated programmatically as part of an external digitisation project', 'Hyde 2039', nan]",1788.0,1887.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN5V7RZCszhAoSrCpJKOLYR5Y6aQ00dGFNTzSLhWibszAhgCXmSOldFJUvYA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSamdH6RftIMRU11x4-LGImheXwDs_IJ_xEfA6cPHKF_bvFCcDZ21NxPrbpAs4&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1AT3hjEvJLt8o_59G5TL3y4ERegYPcXyCNmjRhOR2U3557xvKVW_axWiFBg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwajl2etzw3_s6yjOhTT-WQe3PnLHyvWJ8dWt3kRFHpASzVlJ0ApiVGfvPFQ&s']","['1842.', '1857-1860.', '1788.', '1887.']"
Emily Bronte,"['Brontë, Emily,1818-1848.', 'Brontë, Emily,1818-1848.']","""['Poems ', 'Wuthering Heights']""","[1996.0, 1977.0]","['London : Fount,', 'Maidenhead Purnell']","['eng', 'eng']","[nan, 'English fiction.']","[nan, 'This ed. originally published: London : Bancroft, 1967']",1977.0,1996.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzTYhASidrohupjy4HYN6msvJx5Ph4VhdonTHEMK6jGLBVSYBGtK8K6FB4mPY&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAsBNM24jySKAyW6f7wyC-O0gUvb3FaEPUtL5dl55XmRt4a1pxqha1SRjaJE4&s']","['1996.', '1977']"
Emily Marion Harris,"['Harris, Emily Marion.']","""['Friends only.']""",[1879.0],"['London,']",['eng'],[nan],[nan],1879.0,1879.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLP_IKO87hsvKUABFp4MUAH8-6ApS3HtnUeZPs-iVLNtI-zMLXB5LaKbPPiEE&s'],['1879.']
Enid Blyton,"['Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid,author.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid,author.', 'Blyton, Enid,author.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.', 'Blyton, Enid.']","""['The mystery of Tally-Ho cottage ', 'The wishing-chair again ', 'Not available.', 'The wishing jug : and other stories ', 'At Apple-Tree Farm ', 'The children's book of prayers ', 'Five go to Demon's Rocks ', 'Five on a secret trail ', 'Enid Blyton New Testament picture books ', 'Run-about's holiday ', 'The mystery of the missing necklace ... ', 'You funny little Noddy', 'The mystery of the burnt cottage ', 'Fun for the secret seven ', 'Six cousins at Mistletoe Farm ', 'Mr Plod and the footprints.', 'Five have plenty of fun ', 'The six bad boys.', 'The children of Cherry-Tree Farm ', 'Enid Blyton's Billy-Bob tales', 'Enid Blyton's Upper Fourth at Malory Towers', 'Don't be silly, Mr. Twiddle! ', 'The Enid Blyton Bible pictures, Old Testament. Reference book to Old Testament Bible plates.', 'Now for a story ', 'Not available.', 'Not available.', 'Enid Blyton's Noddy and his friends.', 'Enid Blyton's fireside tales', 'Enid Blyton's First term at Malory Towers', 'Five fall into adventure ; Five on a hike together ']""","[1978.0, 1950.0, 2006.0, 1944.0, 1953.0, 1961.0, 1956.0, 1957.0, 1955.0, 1947.0, 1976.0, 1973.0, 1963.0, 1948.0, 1998.0, 2001.0, 2010.0, 1979.0, 1964.0, 1990.0, 2014.0, 1949.0, 1948.0, 1993.0, 1972.0, 1990.0, 1979.0]","['London : Egmont,', 'London, ', nan, 'Worksop : Award,', 'Leicester, ', 'London, ', 'London, ', 'London, ', 'London, ', 'London, ', 'London, ', 'London Sampson Low, Marston Richards Press Ltd [Maidenhead] [Distributed by Purnell]', 'London : Egmont,', 'Leicester, ', 'London, ', 'London : Collins,', ""London : Hodder Children's,"", 'Award Publications Limited,', 'London Beaver Books', ""London : Dean in association with Methuen Children's,"", ""Methuen Children's"", 'London : Bounty books,', 'London, ', 'Newcastle upon Tyne, ', nan, nan, 'London : BBC Books,', 'Purnell', ""Methuen Children's"", 'Sevenoaks : Knight Books,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'und', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, ""Children's stories."", nan, nan, nan, nan, 'Americans', nan, ""Children's stories."", nan, nan, 'English fiction.', nan, nan, nan, nan, nan, nan, nan, nan]","['Originally published: London: Methuen, 1954.', nan, 'Originally published: London : Methuen & Co. Ltd., 1945.', 'Originally published: 1996.', nan, nan, nan, nan, 'Books 1 and 2 contain reduced reproductions of the large plates in the series of Enid Blyton Bible pictures, New Testament.', nan, nan, 'ISBN 0-361-03424-5 Pbk : £0.35', 'Originally published: London : Methuen, 1943.', nan, nan, 'Based on characters created by Enid Blyton.', 'Originally published: London : Hodder & Stoughton, 1954.', 'Originally published: Lutterworth Press, 1951.', 'Originally published: London : Country Life, 1940', nan, nan, nan, nan, nan, 'Originally published: London : Methuen & Co. Ltd., 1942.', ""The secret of the lost necklace -- Mischief at St Rollo's -- The children of Kidillin."", nan, nan, nan, nan]",1944.0,2014.0,27,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgLlavmVC2LhiMpYYNtNrXKxKrWeyG-qsQkqlcdmOccgzw8bQqo3NUe73Ee_Y&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRUklLLk2hfxhVgrWE5hWzZf8iu8Z4d-zGaPZWRAttf5RRXdIWVeV679Q0Cw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgdhJVQ0t639UnIY2rkV_7tSSvYelkBBugHZy960OVfB-5WSpC5znV1f2tkI0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSmqHbHVuYMRI9NvB92YXrPae0nWZ74cIN86o8HAeZfE69EUcn3viYEGQ0Mg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6hbe27m0xk8f8c3Bj38H3TET0DdZfMqEXqn0PmPg63oIPvTdntxP0s-NTgs4&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNpgr-OjAv9ajFVFp1aQXDxng3_V5vkfOlyPcUQSaZ4K_VN6vM9XoqUul03FQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuoesi3fjGGRmlQ85QqYPZmTBQoPUXXoGo0jmQtbjansdQOJqnpm-HYZ8HHQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_pt2uPzG8x3zfJm9FlAF1CAOdkaNaBWgIG05TGj0tDMzP_Vwd06il6wa77w&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPnYaNhiv1boAtxS3jY6D3lasMguwWZZ8Ured90f6RnAdq1Uo8NMpL56kGP1k&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRf_SXSqgdqQXHmbT5OZ5a3tFcDC1KkfG8Bpvpyzqd07prMNFfg4n1gKgKpHg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAuVYRxiRU66RnQbJf1uJZv9hEf73F5nAR5nlzPvn4gUnY66IK5-yyDEuOJQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqj2qaBa0d5S5uAU25lJUFtQJ_UAk4f8z6hpJkXqBOXBr-_0pmVM34mwZBwAU&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNMdq4jEisa_cP6xuppg2xgCT1MoY4G3Q0NpQVwWz5ubaT9CPFn0qp2YebJQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhpEk_vdtf1uTwqMGpXL1zJJIadH6KPzx5vtgX7cTqBpZjybcDX4PXwS24Lrc&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqjRIhZTf-_6kl9FCuBK_NdZjyBzXGL9rJzoPC7pLuImer6yh_f1qK3LsYsfs&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK7qKGYX53YjEe4ZwK4wNM3QbOMZBUznHd_bsYpxXp_giN50mpOgsRY67BLg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3YK-F9nRhXKzRpIRox58Y851GvH-q4r7-Z469vUX7ueX6IWWY5JeuLICRNQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4bNgZktsGPhqOJFy5TDabdk30-6teJvs2qHRZTySWd52qPgmMGq2VTXnF1ZA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN-3Ra9RvkKY_DZg5S88NsmzP_q_5R7aqEkHMmMN-YVRc7lFtdRXTzbd1TnZU&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVkD9sDK3jk7BDGoCjC6M8Jj3pITyv1r4C9mXbUQ9_VRKqopYguI8kLvPOXg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKzAy7wCjbuoRL9em7kJTaPgaXAc-ENGkyXM0JS-tAC0kL0HsIVqdn0P7NrQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo3Kj-6DVVtAPfAz1wEJPwhjt0nUSZ0HnFM83K-E6tq44TcAlclA1OtGiJSQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfP77xQpfdRJ23OB00o7IeuUdbqyDOiAh-MTc81-PEVX-pf87NZPwPNcIq-Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCNJ8Hc4YpBh1Psova4Ednp8T5lWWuu4ym9yTklCRf_M-k6l3SlcyiM48UZA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTm9crFu8rOWsi4jT5KtEYyF8wrLpcxeZbVs9XIj1eXgUp2rNCxA0ht9I9DQ&s']","['2003, c1953.', '1950.', nan, '2006.', '[1944]', '[1953]', '1961.', '1956.', '1957.', '1955.', '1947.', '[1976]', '2003, c1943.', '1963.', '1948.', '1998.', '2001.', '2010.', '1979', '1991, c1938.', '1990', '2014.', '1949.', '1948.', nan, nan, '1993.', 'c1972', '1990', '1990, c1968.']"
Eric Alterman,"['Alterman, Eric.']","""['What liberal media? : the truth about bias and the news ']""",[2003.0],"['New York : Basic Books,']",['eng'],['Journalistic ethics.'],['Includes bibliographical references and index.'],2003.0,2003.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZFKwBaaf4UrK8B3pwAhWACKykJn-yKvytf9kAv8Iy7E_knmJai6fadl3bsFE&s'],['c2003.']
Eric Bentley,"['Bentley, Eric,1916-']","""['The Brecht memoir']""",[1987.0],['Manchester Carcanet'],['eng'],"['Authors, German']",['Includes index'],1987.0,1987.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmwZ69qOJoGAaPLfyUglDxeObpZBDFm1myQDf24ZZlPTVUt67GXHpvuJ0OzR8&s'],"['1989, c1985']"
Eric Kripke,"['Kripke, Eric.']","""['Supernatural : the official companion, season 7 ']""",[2012.0],"['London : Titan Books,']",['eng'],['Supernatural (Television program : 2005- )'],"['""Supernatural created by Eric Kripke.""']",2012.0,2012.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSe6xg1-kp8QYKzjZ481VumIQRXcGyFGAhpb7rYbQ4eWa5VS7PklZXL7e1Ig&s'],['2012.']
Erin M. Evans,"['Evans, Erin M.']","""['The best of the realms.']""",[2007.0],"['Renton : Wizards of the Coast,']",['eng'],['Forgotten realms (Imaginary place)'],[nan],2007.0,2007.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdr343dvsFh1JEict-9S4u6Sph39gf475cAP_O6mBQDKF5279D1b7TRnYpbA&s'],
Esteban Montejo,"['Montejo, Estebán.']","""['Der Cimarrón die Lebensgeschichte eines entflohenen Negersklaven aus Cuba, von ihm selbst erzählt ']""",[1976.0],[nan],['und'],[nan],[nan],1976.0,1976.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0seTJ2tUo08PmbNX2iWSDViU_wS4ZV9ydl4QbKYX5C5P4uz2SHUdbbwqEzw&s'],['1976']
Ethel Mannin,"['Mannin, Ethel,1900-1984.', 'Mannin, Ethel,1900-1984.', 'Mannin, Ethel,1900-1984.', 'Mannin, Ethel,1900-1984.', 'Mannin, Ethel,1900-1984.']","""['Common-sense and the child. A plea for freedom ', 'Cactus.', 'Dryad.', 'Mission to Beirut', 'Ann and Peter in Japan ']""","[1931.0, 1944.0, 1933.0, 1973.0, 1960.0]","['London, ', 'London, ', 'London, ', 'London Hutchinson', 'London, ']","['eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",1931.0,1973.0,5,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOMNwSZ5BSosAgDqGAHHGRlDPXOK4GEhi6EEzBSGv9-KKcpkuHmSvQKkv2Vg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcbO7NDaFt6pYu5rzl0_dd3qaThdGHl0uE8RZONBqXoP8RKIceFytjK4S1hQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8pZWRCE3aC52-gtK_XQkHvnLSsY6tUZ5CRk4eZyEZie6aDBFQRAMflj6hr6A&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGpIOzT8j1skWBJ83c-ieq69vg0pDe9-LwKmXccME0cPghx44nKcdrGTtIs0E&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLWiLLsh1dK0qWmzYNeUBKO3kHX1jDjFwTHqp4o8r7lBOzPiCT5VRYTFpFUWo&s']","['[1931]', '[1944]', '1933.', '1973', '1960.']"
Fanfrolico Press,['Fanfrolico Press.'],"""['Fanfrolicana. June, 1928. Being a statement of the aims of the Fanfrolico Press, both typographical and aesthetic, with a complete bibliography and specimen passages and illustrations from the books.']""",[1928.0],"['London, ']",['eng'],[nan],[nan],1928.0,1928.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtX3ltPwW4RnYs22dV7FbtGS7owvWWh7Dy7lcFe4GXIK7mBuYd9vD8uVzl2A&s'],['[1928]']
Fannie Flagg,"['Flagg, Fannie.']","""['Daisy Fay and the miracle man ']""",[1987.0],"['London : Vintage,']",['eng'],[nan],[nan],1987.0,1987.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqUvPwqgniNs1zy6T-UCrNHnkyehA7Ew-SpwVeVVTXhPlVcrsn3ChcCTBS24M&s'],"['1993, c1981.']"
Fanny Howe,"['Howe, Fanny.', 'Howe, Fanny.']","""['Nod ', 'Gone : poems ']""","[1998.0, 2003.0]","['Los Angeles : Sun & Moon Press,', 'Berkeley, Calif. ; London : University of California Press,']","['eng', 'eng']","['Sibling rivalry', nan]","[nan, nan]",1998.0,2003.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjkZW3tQmeW111G3_C28NMQ1ofp1LZuBETlAxGNTWC1bzmXNPBlzdC4-E6pPc&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4dQqZW33hC10ehbJ5IRmXnO9zu9H1Za92BetL__m2pWn83_OpMbdh91oV-w&s']","['1998.', 'c2003.']"
Fay Weldon,"['Weldon, Fay.']","""['Sacred cows ']""",[1989.0],"['London : Chatto & Windus,']",['eng'],[nan],[nan],1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdbaX6LwMTeHcc9RipfijZdnRR3j5wqxAAfx8TqYNdkwUhkjR6M1H6nyGtDoY&s'],['1989.']
Fiona Kidman,"['Kidman, Fiona,1940-']","""['Mandarin summer : a novel ']""",[1991.0],['Bath Chivers'],['eng'],[nan],[nan],1991.0,1991.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRye_QLj6Uj6HqlfprrC89pQJhtPA2vHiybRrbdpBHYgfa4RaqxDOr-o10SSw&s'],['1991']
Florence Taylor,"['Taylor, Florence.']","""['The nurses dictionary ...']""",[1951.0],"['London,']",['eng'],[nan],[nan],1951.0,1951.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSilQZ2I1vfcmXnsUTvxcKbFpsb353QJrXQG_JQX6ZwWM8D92g2tMDMhCKbLw&s'],['1951.']
Florence Warden,"['Warden, Florence,1857-1929.']","""['The socialism of Lady Jim.']""",[1908.0],"['London,']",['eng'],[nan],[nan],1908.0,1908.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSioSLmjFKJgI6rhmjUmacHrN7z33Z1oGg6mnXeaYCO7ZwudSOgtxMksPP5E24&s'],['1908.']
Frances Amelia Yates,"['Yates, Frances Amelia.']","""['Frances A Yates 1899-1981']""",[1982.0],['London Warburg Institute'],['eng'],"['Yates, Frances Amelia']",['Limited ed. of 400 copies'],1982.0,1982.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNcradOJqPNMaQsJT7sI1CHrKhhEUa47SHVun6tRMBYw8QMixsY4det0rmzao&s'],['1982']
Frances Julia Wedgwood,"['Wedgwood, Frances Julia.']","""['The message of Israel in the light of modern criticism. [An account of recent criticism of the Old Testament.]']""",[1894.0],"['London, ']",['eng'],[nan],[nan],1894.0,1894.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLBbxtDacSv-TRNKTXh-Y196kgTm2vWf3EQC9wXv63IN_v5RDz6W1Q5YjCkg&s'],['1894.']
Frances Marion,"['Marion, Frances.']","""['Minnie Flynn: the story of a film star.']""",[1926.0],"['London, ']",['eng'],[nan],[nan],1926.0,1926.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW0R3g5se6g-Wn8WKn_nPAnaPISMTKZDyyoQPVx2f3LZR308m8ZG3KyFQNow&s'],['[1926]']
Frances Sherwood,"['Sherwood, Frances,1940-']","""['Green ']""",[1996.0],"['London : Abacus,']",['eng'],[nan],"['Originally published: N.Y. : Farrar, Straus, Giroux, 1995.']",1996.0,1996.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHgpvexccoSALxka_7d67r6EUgKkVxORlkRkCF0QaY8Ni3TTSKlhyxv-5gyiM&s'],"['1997, c1995.']"
Francesco Petrarca,"['Petrarca, Francesco,1304-1374.']","""['I territori del petrarchismo : frontiere e sconfinamenti ']""",[2005.0],"['Roma : Bulzoni,']",['ita'],['Italian literature'],['Includes bibliographical references and index.'],2005.0,2005.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIkfiFRr_srNMhleixbNgSW_-3QiyWjcO6joMLvq7pDk7LIXIWGWro0PrhFQ&s'],['c2005.']
Francoise Sagan,"['Sagan, Françoise,1935-2004.']","""['Le miroir égaré ']""",[1996.0],"['[Paris] : Plon,']",['fre'],[nan],[nan],1996.0,1996.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1GLorDFBsXmql2h48i5EzokroCSSlAVVGaWEtd9I9tkHq_POexC4VTePYkA&s'],['c1996.']
Frank Cowper,"['Cowper, Frank.', 'Cowper, Frank.']","""['The hunting of the Auk. [With plates.]', 'Practical boat building for amateurs: containing full instructions for designing and building punts, skiffs, canoes, sailing boats, etc.']""","[1895.0, 1922.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1895.0,1922.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSj0MHFcUbc9f8GpfcUNSbRaCknhK5p9rNiyfsWa7Hr8H5qywd2ijbhz98WqQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcfJ7MzrFX38VHLsGEwQ7xuRukRmANKd67zSwcgma3XUdscNBXkTnHXNIi1g&s']","['1895.', '1922.']"
Frank H. Netter,"['Netter, Frank H.(Frank Henry),1906-', 'Netter, Frank H.(Frank Henry),1906-1991.', 'Netter, Frank H.(Frank Henry),1906-1991,illustrator.']","""['Atlas of human anatomy ', 'Netter's introduction to imaging ', 'Not available.']""","[1997.0, 2012.0]","['East Hanover, N.J. : Navartis,', 'St. Louis, Mo. : Elsevier Saunders,', nan]","['eng', 'eng', 'eng']","['Human anatomy', 'Diagnostic imaging.', 'Pharmacology']","['Includes index.', 'Includes bibliographical references and index.', 'Includes index.']",1997.0,2012.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3lamQ-2Lyf6P47W50JTAukLnfsnW6sEn1qubob5IqySX4xGJtdG8cJdcpe6E&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP0fZ0BHomIoSvIInNxrxq9UTly0sR7slMPLk3k2GD9UHMabRVOP0yw-HIpZ4&s']",
Frank Howard Buck,"['Buck, Frank Howard.']","""['Animals are like that! etc. [With plates.]']""",[1941.0],"['London, ']",['eng'],[nan],[nan],1941.0,1941.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1sQd7k82oT1t7OedUkJQ5e9S86AflIu6QWN4bwmnK9iXzj6EdZbJSOtgOqas&s'],['1941.']
Franz Kafka,"['Kafka, Franz,1883-1924.Amerika.', 'Kafka, Franz,1883-1924.Trial.']","""['Der Verschollene ', 'The trial ']""","[1983.0, 1993.0]","['Frankfurt am Main Fischer', 'London : Faber,']","['ger', 'eng']","[nan, nan]","['Vol. 1. Textband -- v.2. Apparatband', '12 men, 3 women']",1983.0,1993.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQig8gwyVAhO0wIQELS08n7UXNEkIDrPEjCpQwAzVSfgHVYxpjK_8Z34GVmAiM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoQhXvRfUoSOBiOF72XSYG-iyjRU4AtaFsaOm_KDrNyWulYqa6PnuLnJ-orA&s']","['1983', '1993.']"
Frederik Pohl,"['Pohl, Frederik.', 'Pohl, Frederik.', 'Pohl, Frederik.']","""['Slave ship.', 'Gateway ', 'Gateway']""","[1960.0, 1987.0, 1977.0]","['London, ', 'London : Millennium,', 'London Gollancz']","['eng', 'eng', 'eng']","[nan, nan, 'English fiction.']","[nan, nan, nan]",1960.0,1987.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSysWVB3i9bK-HgvM4BvFVwpxCzVYcCmCeYBjy_s3WK5TadApDELZsYb1eJJlM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_c8kY3wYz3DxVz2gn9Dfxi3GTky6B5EZYPBPfutm6tWAwD7F5pbWU6bvGEw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQStd9MdI1oI8rpXfz6atOd-4N4KJjeKiPobite67zw-BUy440eySMIYwAMtQ&s']","['1960.', '1999, c1976', '1977']"
Fridtjof Nansen,"['Nansen, Fridtjof,1861-1930.', 'Nansen, Fridtjof,1861-1930.', 'Nansen, Fridtjof,1861-1930.', 'Nansen, Fridtjof,1861-1930.']","""['The first crossing of Greenland ', 'Fram over Polhavet. Den norske Polarfaerd 1893-1896 ', 'Towards the North Pole. [With illustrations, including portraits.]', 'The Norwegian North Polar Expedition, 1893-1896. Scientific results ']""","[2002.0, 1897.0, 1893.0, 1903.0]","['Edinburgh : Birlinn,', 'Kristiania,', '[London,', 'London,']","['eng', 'nor', 'eng', 'eng']","['Nansen, Fridtjof, 1861-1930', nan, nan, nan]","['Includes index.', nan, 'Pp. [614]-624 of The Strand Magazine, vol. 6, no. 36.', nan]",1893.0,2002.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbEpaDAiBAtFgRM6pWdmO7G1wqJNqGfVvxSdLPGxz1d0x410kilNGzkFG1YA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTooefJk7eR6J1x2kV8v2xoSj1MrO72ZKbiq1zXUWSdJGIOLZSFdT1BkOKSjw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6iUmAWV6M1snXLbSijYTduQZ3nFpD0TdC_3KPFiuVPde-lPHUvDXMu9nyVek&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT42YUfu675nbvL3wLEVlc_A2Fm0bV3ucrL9sa4C2dtrgMLqFb74JpxJfOGKQ&s']","['2002.', '1897.', '1893]', '1900-1906.']"
Friederike Mayrocker,"['Mayröcker, Friederike,1924-']","""['Mein Herz mein Zimmer mein Name ']""",[1988.0],"['Frankfurt am Main : Suhrkamp,']",['ger'],[nan],[nan],1988.0,1988.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXrtXA_l28urFFEal3P-8GmQ7wWDGMI9UPDkiYB_u53pGLcrGD9HceM6azunA&s'],['1988.']
